,date,open,high,low,close,volume,average,barCount
413,2022-09-29 07:16:00,3622.22,3625.03,3619.69,3623.02,0.0,0.0,118
414,2022-09-29 07:18:00,3622.97,3626.95,3622.3,3623.19,0.0,0.0,117
415,2022-09-29 07:20:00,3623.23,3632.65,3622.82,3632.2,0.0,0.0,119
416,2022-09-29 07:22:00,3631.97,3632.0,3627.42,3630.1,0.0,0.0,116
417,2022-09-29 07:24:00,3630.04,3630.04,3626.81,3628.16,0.0,0.0,118
418,2022-09-29 07:26:00,3628.18,3633.22,3627.15,3632.33,0.0,0.0,120
419,2022-09-29 07:28:00,3632.08,3632.83,3628.81,3631.11,0.0,0.0,116
420,2022-09-29 07:30:00,3631.13,3631.13,3623.43,3625.02,0.0,0.0,118
421,2022-09-29 07:32:00,3625.96,3630.07,3624.83,3627.74,0.0,0.0,116
422,2022-09-29 07:34:00,3627.3,3627.38,3621.72,3621.78,0.0,0.0,119
423,2022-09-29 07:36:00,3621.72,3624.36,3621.44,3621.44,0.0,0.0,114
424,2022-09-29 07:38:00,3621.47,3628.7,3621.14,3627.09,0.0,0.0,114
425,2022-09-29 07:40:00,3626.91,3631.04,3626.37,3630.55,0.0,0.0,119
426,2022-09-29 07:42:00,3630.53,3634.48,3629.57,3634.43,0.0,0.0,113
427,2022-09-29 07:44:00,3634.6,3634.86,3630.02,3632.15,0.0,0.0,118
